日付,都道府県,学校種,学校名,試験名,試験地,住所,時間
2026/01/27,愛媛県,大学,自治医科大学,一般試験（1次面接）,愛媛,愛媛県松山市道後町2丁目9番14号,10:10-16:00
2026/01/27,岡山県,大学,神戸親和大学,前期,岡山,岡山県岡山市北区伊福町 2-10 -27,9:30〜14：15
2026/01/27,岡山県,大学,自治医科大学,一般試験（1次面接）,岡山,岡山県岡山市北区駅元町14-1,10:10-16:00
2026/01/27,沖縄県,大学,自治医科大学,一般試験（1次面接）,沖縄,沖縄県那覇市旭町116-37,10:10-16:00
2026/01/27,宮崎県,大学,自治医科大学,一般試験（1次面接）,宮崎,宮崎県宮崎市橘通東2-10-1,10:10-16:00
2026/01/27,京都府,大学,自治医科大学,一般試験（1次面接）,京都,京都府京都市上京区下立売通新町西入藪ノ内町 京都府庁第3号館,10:10-16:00
2026/01/27,熊本県,大学,自治医科大学,一般試験（1次面接）,熊本,熊本県熊本市中央区水前寺公園28-51 熊本市中央区水前寺公園28-51,10:10-16:00
2026/01/27,広島県,大学,自治医科大学,一般試験（1次面接）,広島,広島県広島市中区基町6-36 ホテルメルパルク広島,10:10-16:00
2026/01/27,広島県,大学,関西外国語大学,一般前期,広島,広島県広島市中区八丁堀7-11,
2026/01/27,香川県,大学,自治医科大学,一般試験（1次面接）,香川,香川県高松市番町4-1-10,10:10-16:00
2026/01/27,高知県,大学,自治医科大学,一般試験（1次面接）,高知,高知県高知市本町5-3-20,10:10-16:00
2026/01/27,佐賀県,大学,自治医科大学,一般試験（1次面接）,佐賀,佐賀県佐賀市与賀町1-2 ホテルニューオータニ佐賀,10:10-16:00
2026/01/27,山口県,大学,自治医科大学,一般試験（1次面接）,山口,山口県山口市滝町1-1,10:10-16:00
2026/01/27,滋賀県,大学,自治医科大学,一般試験（1次面接）,滋賀,滋賀県大津市松本1-2-1,10:10-16:00
2026/01/27,鹿児島県,大学,自治医科大学,一般試験（1次面接）,鹿児島,鹿児島県鹿児島市鴨池新町10-1,10:10-16:00
2026/01/27,大阪府,大学,自治医科大学,一般試験（1次面接）,大阪,大阪府大阪市中央区大手前3-1-43 プリムローズ大阪,10:10-16:00
2026/01/27,大阪府,大学,神戸親和大学,前期,大阪,大阪府大阪市北区芝田2-7-18 オーエックス梅田ビル新館5階,9:30〜14：15
2026/01/27,大分県,大学,自治医科大学,一般試験（1次面接）,大分,大分県大分市大手町3-1-1,10:10-16:00
2026/01/27,長崎県,大学,自治医科大学,一般試験（1次面接）,長崎,長崎県長崎市尾上町3-1,10:10-16:00
2026/01/27,鳥取県,大学,自治医科大学,一般試験（1次面接）,鳥取,鳥取県鳥取市東町1-220,10:10-16:00
2026/01/27,島根県,大学,自治医科大学,一般試験（1次面接）,島根,島根県松江市殿町369 サンラポーむらくも,10:10-16:00
