日付,都道府県,学校種,学校名,試験名,試験地,住所,時間
2026/01/30,愛媛県,D1(高校),愛媛県立伊予高等学校,特色,本校,愛媛県伊予郡松前町北黒田119-2,
2026/01/30,愛媛県,D1(高校),愛媛県立伊予農業高等学校,特色,本校,愛媛県伊予市下吾川1433,
2026/01/30,愛媛県,D1(高校),愛媛県立宇和高等学校,特色,本校,愛媛県西予市宇和町卯之町4-190-1,
2026/01/30,愛媛県,D1(高校),愛媛県立宇和高等学校三瓶分校,特色,本校,愛媛県西予市三瓶町津布理3463,
2026/01/30,愛媛県,D1(高校),愛媛県立宇和島水産高等学校,特色,本校,愛媛県宇和島市明倫町1丁目2番20号,
2026/01/30,愛媛県,D1(高校),愛媛県立宇和島東高等学校,特色,本校,愛媛県宇和島市文京町1-1,
2026/01/30,愛媛県,D1(高校),愛媛県立宇和島東高等学校津島分校,特色,本校,愛媛県宇和島市津島町高田甲2469-1,
2026/01/30,愛媛県,D1(高校),愛媛県立吉田高等学校,特色,本校,愛媛県宇和島市吉田町北小路甲10,
2026/01/30,愛媛県,D1(高校),愛媛県立弓削高等学校,特色,本校,愛媛県越智郡上島町弓削明神305,
2026/01/30,愛媛県,D1(高校),愛媛県立今治工業高等学校,特色,本校,愛媛県今治市河南町1-1-36,
2026/01/30,愛媛県,D1(高校),愛媛県立今治西高等学校,特色,本校,愛媛県今治市中日吉町3丁目5番47号,
2026/01/30,愛媛県,D1(高校),愛媛県立今治西高等学校伯方分校,特色,本校,愛媛県今治市伯方町有津甲2358,
2026/01/30,愛媛県,D1(高校),愛媛県立今治南高等学校,特色,本校,愛媛県今治市常盤町7-2-17,
2026/01/30,愛媛県,D1(高校),愛媛県立今治北高等学校,特色,本校,愛媛県今治市宮下町2-2-14,
2026/01/30,愛媛県,D1(高校),愛媛県立今治北高等学校大三島分校,特色,本校,愛媛県今治市大三島町宮浦5297-2,
2026/01/30,愛媛県,D1(高校),愛媛県立三崎高等学校,特色,本校,愛媛県西宇和郡伊方町三崎511,
2026/01/30,愛媛県,D1(高校),愛媛県立三島高等学校,特色,本校,愛媛県四国中央市三島中央5-11-30,
2026/01/30,愛媛県,D1(高校),愛媛県立小松高等学校,特色,本校,愛媛県西条市小松町新屋敷乙42-1,
2026/01/30,愛媛県,D1(高校),愛媛県立松山工業高等学校,特色,本校,愛媛県松山市真砂町1,
2026/01/30,愛媛県,D1(高校),愛媛県立松山商業高等学校,特色,本校,愛媛県松山市旭町71,
2026/01/30,愛媛県,D1(高校),愛媛県立松山中央高等学校,特色,本校,愛媛県松山市井門町1220,
2026/01/30,愛媛県,D1(高校),愛媛県立松山東高等学校,特色,本校,愛媛県松山市持田町2-2-12,
2026/01/30,愛媛県,D1(高校),愛媛県立松山南高等学校,特色,本校,愛媛県松山市末広町11-1,
2026/01/30,愛媛県,D1(高校),愛媛県立松山南高等学校砥部分校,特色,本校,愛媛県伊予郡砥部町岩谷口7,
2026/01/30,愛媛県,D1(高校),愛媛県立松山北高等学校,特色,本校,愛媛県松山市文京町4-1,
2026/01/30,愛媛県,D1(高校),愛媛県立松山北高等学校中島分校,特色,本校,愛媛県松山市中島大浦3100-1,
2026/01/30,愛媛県,D1(高校),愛媛県立上浮穴高等学校,特色,本校,愛媛県上浮穴郡久万高原町上野尻甲486番地,
2026/01/30,愛媛県,D1(高校),愛媛県立新居浜工業高等学校,特色,本校,愛媛県新居浜市北新町8-1,
2026/01/30,愛媛県,D1(高校),愛媛県立新居浜商業高等学校,特色,本校,愛媛県新居浜市瀬戸町2-16,
2026/01/30,愛媛県,D1(高校),愛媛県立新居浜西高等学校,特色,本校,愛媛県新居浜市宮西町4-46,
2026/01/30,愛媛県,D1(高校),愛媛県立新居浜東高等学校,特色,本校,愛媛県新居浜市東雲町2-9-1,
2026/01/30,愛媛県,D1(高校),愛媛県立新居浜南高等学校,特色,本校,愛媛県新居浜市篠場町1-32,
2026/01/30,愛媛県,D1(高校),愛媛県立西条高等学校,特色,本校,愛媛県西条市明屋敷234,
2026/01/30,愛媛県,D1(高校),愛媛県立西条農業高等学校,特色,本校,愛媛県西条市福武甲2093,
2026/01/30,愛媛県,D1(高校),愛媛県立川之江高等学校,特色,本校,愛媛県四国中央市川之江町2257番地,
2026/01/30,愛媛県,D1(高校),愛媛県立川之石高等学校,特色,本校,愛媛県八幡浜市保内町川之石1-112,
2026/01/30,愛媛県,D1(高校),愛媛県立大洲高等学校,特色,本校,愛媛県大洲市大洲737,
2026/01/30,愛媛県,D1(高校),愛媛県立大洲高等学校肱川分校,特色,本校,愛媛県大洲市肱川町宇和川3395,
2026/01/30,愛媛県,D1(高校),愛媛県立大洲農業高等学校,特色,本校,愛媛県大洲市東大洲15ー1,
2026/01/30,愛媛県,D1(高校),愛媛県立丹原高等学校,特色,本校,愛媛県西条市丹原町願連寺163,
2026/01/30,愛媛県,D1(高校),愛媛県立長浜高等学校,特色,本校,愛媛県大洲市長浜甲480-1,
2026/01/30,愛媛県,D1(高校),愛媛県立土居高等学校,特色,本校,愛媛県四国中央市土居町中村892,
2026/01/30,愛媛県,D1(高校),愛媛県立東温高等学校,特色,本校,愛媛県東温市志津川960,
2026/01/30,愛媛県,D1(高校),愛媛県立東予高等学校,特色,本校,愛媛県西条市周布650,
2026/01/30,愛媛県,D1(高校),愛媛県立内子高等学校,特色,本校,愛媛県喜多郡内子町内子3397,
2026/01/30,愛媛県,D1(高校),愛媛県立内子高等学校小田分校,特色,本校,愛媛県喜多郡内子町寺村978番地,
2026/01/30,愛媛県,D1(高校),愛媛県立南宇和高等学校,特色,本校,愛媛県南宇和郡愛南町御荘平城3269,
2026/01/30,愛媛県,D1(高校),愛媛県立八幡浜工業高等学校,特色,本校,愛媛県八幡浜市古町2-3-1,
2026/01/30,愛媛県,D1(高校),愛媛県立八幡浜高等学校,特色,本校,愛媛県八幡浜市松柏丙654,
2026/01/30,愛媛県,D1(高校),愛媛県立北宇和高等学校,特色,本校,愛媛県北宇和郡鬼北町大字近永942番地,
2026/01/30,愛媛県,D1(高校),愛媛県立北宇和高等学校三間分校,特色,本校,愛媛県宇和島市三間町戸雁764-3,
2026/01/30,愛媛県,D1(高校),愛媛県立北条高等学校,特色,本校,愛媛県松山市北条辻600番地1,
2026/01/30,愛媛県,D1(高校),愛媛県立野村高等学校,特色,本校,愛媛県西予市野村町阿下6-2,
2026/01/30,広島県,高等学校,安田女子,推薦,本校,広島県広島市中区白島北町1-41,
2026/01/30,広島県,大学・短大,岡山学院大学,一般選抜1期A日程,広島,広島県福山市三之丸町 8-16 福山ニューキャッスルホテル,
2026/01/30,岡山県,,岡山県健康の森学園支援学校,高等部 入学者選抜,,〒718-0313 新見市哲多町大野2034-5,
2026/01/30,岡山県,,岡山支援学校,高等部 入学者選抜,,〒703-8207 岡山市北区祇園866,
2026/01/30,岡山県,,岡山支援学校（訪問教育）,高等部 入学者選抜,,〒703-8207 岡山市北区祇園866,
2026/01/30,岡山県,,岡山西支援学校,高等部 入学者選抜,,〒700-0951 岡山市北区田中579,
2026/01/30,岡山県,,岡山東支援学校,高等部 入学者選抜,,〒703-8216 岡山市東区宍甘1018,
2026/01/30,岡山県,,岡山東支援学校（肢体）,高等部 入学者選抜,,〒703-8216 岡山市東区宍甘1018,
2026/01/30,岡山県,,岡山南支援学校,高等部 入学者選抜,,〒701-0212 岡山市南区内尾721-3,
2026/01/30,岡山県,,岡山盲学校（本科普通科）,高等部 入学者選抜,,〒703-8235 岡山市中区原尾島4-16-53,
2026/01/30,愛媛県,大学,岡山理科大学,一般入試前期A日程,松山,愛媛県松山市大手町1-10-10 ホテルマイステイズ松山,9:30-14:00　開場8:30
2026/01/30,沖縄県,大学,岡山理科大学,一般入試前期A日程,那覇,沖縄県那覇市久米2-15-23 沖縄県青年会館,9:30-14:00　開場8:30
2026/01/30,宮崎県,大学,岡山理科大学,一般入試前期A日程,宮崎,宮崎県宮崎市橘通西3-10-19 エアラインホテル,9:30-14:00　開場8:30
2026/01/30,熊本県,大学,岡山理科大学,一般入試前期A日程,熊本,熊本県熊本市中央区花畑町4-7 朝日新聞第一生命ビル9F TKP熊本カンファレンスセンター,9:30-14:00　開場8:30
2026/01/30,広島県,大学,岡山理科大学,一般入試前期A日程,広島,広島市中区中島町1-5（平和記念公園内）広島国際会議場,9:30-14:00　開場8:30
2026/01/30,香川県,大学,岡山理科大学,一般入試前期A日程,高松,高松市玉藻町9-10 レクザムホール（香川県県民ホール）,9:30-14:00　開場8:30
2026/01/30,高知県,大学,岡山理科大学,一般入試前期A日程,高知,高知県高知市はりまや町3-7-8 土佐塾予備校,9:30-14:00　開場8:30
2026/01/30,山口県,大学,岡山理科大学,一般入試前期A日程,山口,山口市中央2-5-1 山口市民会館,9:30-14:00　開場8:30
2026/01/30,鹿児島県,大学,岡山理科大学,一般入試前期A日程,鹿児島,鹿児島県鹿児島市東千石町13-3 VISION BLD.4F 天文館ビジョンホール,9:30-14:00　開場8:30
2026/01/30,島根県,大学,岡山理科大学,一般入試前期A日程,松江,松江市朝日町478-18（JR松江駅前）松江テルサ,9:30-14:00　開場8:30
2026/01/30,大阪府,大学,岡山理科大学,一般入試前期A日程,大阪,大阪府大阪市北区曽根崎新地2-3-21 AXビル4F・10F(事務所4F) TKPガーデンシティPREMIUM大阪駅前,9:30-14:00　開場8:30
2026/01/30,大分県,大学,岡山理科大学,一般入試前期A日程,大分,大分県大分市中央町4-2-5 全労災ソレイユ,9:30-14:00　開場8:30
2026/01/30,長崎県,大学,岡山理科大学,一般入試前期A日程,長崎,長崎県長崎市茂里町3-1 長崎新聞文化ホール アストピア,9:30-14:00　開場8:30
2026/01/30,鳥取県,大学,岡山理科大学,一般入試前期A日程,鳥取,鳥取市東品治町102 鳥取ワシントンホテルプラザ,9:30-14:00　開場8:30
2026/01/30,徳島県,大学,岡山理科大学,一般入試前期A日程,徳島,徳島市幸町3-55 ホテル千秋閣,9:30-14:00　開場8:30
2026/01/30,福岡県,大学,岡山理科大学,一般入試前期A日程,福岡,福岡県福岡市博多区博多駅東1-16-14 リファレンス駅東ビル貸会議室,9:30-14:00　開場8:30
2026/01/30,広島県,大学,岡山理科大学,一般入試前期A日程,福山,福山市東深津町3-2-13 備後地域地場産業振興センター,9:30-14:00　開場8:30
2026/01/30,兵庫県,大学,岡山理科大学,一般入試前期A日程,神戸,兵庫県神戸市中央区雲井通6-1-5 神戸三宮東急REIホテル神戸市中央区雲井通6-1-5 神戸三宮東急REIホテル,9:30-14:00　開場8:30
2026/01/30,兵庫県,大学,岡山理科大学,一般入試前期A日程,姫路,兵庫県姫路市本町127 大手前ダイネンBLD.2 BIZ SPACE HIMEJI,9:30-14:00　開場8:30
2026/01/30,兵庫県,大学,岡山理科大学,一般入試前期A日程,豊岡,兵庫県豊岡市大磯町1-79 但馬地域地場産業振興センター,9:30-14:00　開場8:30
2026/01/30,岡山県,,岡山聾学校（本科総合デザイン科）,高等部 入学者選抜,,〒703-8217 岡山市中区土田51,
2026/01/30,岡山県,,岡山聾学校（本科普通科）,高等部 入学者選抜,,〒703-8217 岡山市中区土田51,
2026/01/30,大阪府,,岩手医科大学,医学部地域枠,,大阪府大阪市北区大深町3-1,
2026/01/30,京都府,,京都府立城陽支援学校,高等部 職業学科,,京都府城陽市中芦原1-4,
2026/01/30,京都府,,京都府立八幡支援学校,高等部 職業学科,,京都府八幡市内里柿谷16-1,
2026/01/30,広島県,高等学校,広島なぎさ,推薦,本校,広島県広島市佐伯区海老山南2-2-1,
2026/01/30,広島県,高等学校,広島県瀬戸内,推薦,本校,広島県広島市東区尾長西2-12-1,
2026/01/30,広島県,高等学校,広島工業大学,推薦,本校,広島県広島市西区井口5-34-1,
2026/01/30,広島県,高等学校,広島国際学院,推薦,本校,広島県安芸郡海田町曽田1-5,
2026/01/30,広島県,高等学校,広島桜が丘,推薦,本校,広島県広島市東区山根町36番1号,
2026/01/30,広島県,高等学校,広島修道大学 ひろしま協創,推薦,本校,広島県広島市西区井口4丁目6-18,
