日付,都道府県,学校種,学校名,試験名,試験地,住所,時間
2026/02/02,東京都,中学校,愛国,２回,本校,東京都江戸川区西小岩5-7-1,
2026/02/02,東京都,中学校,青山学院,一般(男子),本校,東京都渋谷区渋谷4-4-25,
2026/02/02,東京都,中学校,青山学院,一般(女子),本校,東京都渋谷区渋谷4-4-25,
2026/02/02,東京都,中学校,足立学園,２回,本校,東京都足立区千住旭町40-24,
2026/02/02,東京都,中学校,足立学園,特奨②,本校,東京都足立区千住旭町40-24,PM
2026/02/02,東京都,中学校,跡見学園,一般②,本校,東京都文京区大塚1-5-9,AM
2026/02/02,東京都,中学校,跡見学園,特待②,本校,東京都文京区大塚1-5-9,PM
2026/02/02,東京都,中学校,郁文館,２科選抜②,本校,東京都文京区向丘2-19-1,
2026/02/02,東京都,中学校,郁文館,ｸﾞﾛｰﾊﾞﾙ特待②,本校,東京都文京区向丘2-19-1,
2026/02/02,東京都,中学校,穎明館,３回(一般),本校,東京都八王子市館町2600,AM
2026/02/02,東京都,中学校,穎明館,４回(総合),本校,東京都八王子市館町2600,PM
2026/02/02,東京都,中学校,英明フロンティア (2026～女子→共学),３回,本校,東京都練馬区関町北4丁目16-11,AM
2026/02/02,東京都,中学校,英明フロンティア (2026～女子→共学),４回,本校,東京都練馬区関町北4丁目16-11,PM
2026/02/02,東京都,中学校,江戸川女子,一般(4科②･英語特化①),本校,東京都江戸川区東小岩5-22-1,AM
2026/02/02,東京都,中学校,江戸川女子,一般基礎学力②,本校,東京都江戸川区東小岩5-22-1,PM
2026/02/02,東京都,中学校,桜美林,２回,本校,東京都町田市常盤町3758,PM
2026/02/02,東京都,中学校,大妻,２回,本校,東京都千代田区三番町12,
2026/02/02,東京都,中学校,大妻多摩,第３回(午後),本校,東京都多摩市唐木田2-7-1,PM
2026/02/02,東京都,中学校,大妻中野,３回,本校,東京都中野区上高田2-3-7,PM
2026/02/02,東京都,中学校,開智日本橋学園,２回,本校,東京都中央区日本橋馬喰町2-7-6,PM
2026/02/02,東京都,中学校,かえつ有明,2日AM,本校,東京都江東区東雲2-16-1,AM
2026/02/02,東京都,中学校,かえつ有明,2日PM(特待),本校,東京都江東区東雲2-16-1,PM
2026/02/02,東京都,中学校,学習院,１回,本校,東京都豊島区目白1丁目5-1,
2026/02/02,東京都,中学校,川村,ｾﾚｸﾄ②,本校,東京都豊島区目白2-22-3,PM
2026/02/02,東京都,中学校,神田女学園,３回(特待選抜),本校,東京都千代田区神田猿楽町2-3-6,AM
2026/02/02,東京都,中学校,神田女学園,４回,本校,東京都千代田区神田猿楽町2-3-6,PM
2026/02/02,東京都,中学校,北里大学附属順天 (2026～順天から校名変更),２回Ａ,本校,東京都北区王子本町1-17-13,AM
2026/02/02,東京都,中学校,北里大学附属順天 (2026～順天から校名変更),２回Ｂ,本校,東京都北区王子本町1-17-13,PM
2026/02/02,東京都,中学校,北豊島,好きなこと①,本校,東京都荒川区東尾久6-34-24,PM
2026/02/02,東京都,中学校,北豊島,特待②,本校,東京都荒川区東尾久6-34-24,PM
2026/02/02,東京都,中学校,吉祥寺学園   (2026～武蔵野東から校名変更),２日ＡＭ,本校,東京都小金井市緑町2-6-4,AM
2026/02/02,東京都,中学校,吉祥寺学園   (2026～武蔵野東から校名変更),２日ＰＭ,本校,東京都小金井市緑町2-6-4,PM
2026/02/02,東京都,中学校,吉祥女子,２回,本校,東京都武蔵野市吉祥寺東町4-12-20,
2026/02/02,東京都,中学校,共栄学園,３回,本校,東京都葛飾区お花茶屋2-6-1,
2026/02/02,東京都,中学校,暁星,１回,本校,東京都千代田区富士見1-2-5,
2026/02/02,東京都,中学校,共立女子,2/2入試,本校,東京都千代田区一ツ橋2-2-1,
2026/02/02,東京都,中学校,共立女子第二,②ＡＭ,本校,東京都八王子市元八王子町1-710,AM
2026/02/02,東京都,中学校,共立女子第二,②ＰＭ,本校,東京都八王子市元八王子町1-710,PM
2026/02/02,東京都,中学校,京華,２回,本校,東京都文京区白山5-6-6,PM
